id	replyCount	likeCount	publishedAt	authorName	text	authorChannelId	authorChannelUrl	isReply	isReplyTo	isReplyToName
Ugx2V8hB1jsduWOCX0t4AaABAg	0	0	2018-02-16 09:47:25	marco wall	he aint crazy he pulling fire alarms so he can get them in a group	UCoOpbZnQVqv7knt6mk-tc5w	http://www.youtube.com/channel/UCoOpbZnQVqv7knt6mk-tc5w	0		
Ugws1VWqcMfbZRXB1yB4AaABAg	0	0	2018-02-16 08:56:09	Alberto C	<a href="https://youtu.be/aGTLbTVMf5o">https://youtu.be/aGTLbTVMf5o</a>	UCGUOoFLeILnKfC-hNNkcwLg	http://www.youtube.com/channel/UCGUOoFLeILnKfC-hNNkcwLg	0		
Ugxz_QA60l0uvdmWQY94AaABAg	0	0	2018-02-16 08:31:45	Dexter Morgan	May he slowly suffer in prison. Let his own mind be his worst enemy. Memories, boredom, and time slowly devouring the last bit of sanity he has.	UC0DQhjT10NpaGqh7Jjg4q1w	http://www.youtube.com/channel/UC0DQhjT10NpaGqh7Jjg4q1w	0		
Ugx31gzs6ogDXp1ipwF4AaABAg	0	0	2018-02-16 07:50:08	Thorium	Someone didn&#39;t lose their virginity...	UCSMIHXh_FnHfOr6AK_mswrA	http://www.youtube.com/channel/UCSMIHXh_FnHfOr6AK_mswrA	0		
Ugy2PLOqO9pbbq0DAHR4AaABAg	0	0	2018-02-16 07:32:58	JicabobTv	Nikolas cruz deserves the worst torture a human can handle..die slow you punk	UC4Vthqnsw9QrQA0S4C3nDXQ	http://www.youtube.com/channel/UC4Vthqnsw9QrQA0S4C3nDXQ	0		
Ugyc6AGM7-E3NyG_8sN4AaABAg	0	1	2018-02-16 07:08:31	Malachi M	Make the school have only 1-3 entrances and pay MAYBE 150k a year for 4-5 ARMED security guards. Kids seeing uniformed guards who are friendly and greet them every day and happen to have a pistol at their hip will not damage their psyche as some have suggested. What will damage their psyche is getting shot by a psychopath.	UC_vPbFYvG-73_C60ul6fsZw	http://www.youtube.com/channel/UC_vPbFYvG-73_C60ul6fsZw	0		
UgwqA-GKjHOd1ui-4894AaABAg	0	0	2018-02-16 07:04:10	delbert locke	Is Black Hat, Burgundy Shirt &amp; black pants the schools ROTC clothing color the shooter was said to put on &amp; leave the school and arrested in?	UCXzf2s39bHzM9bxPyNLxg0g	http://www.youtube.com/channel/UCXzf2s39bHzM9bxPyNLxg0g	0		
UgwTx9Z6C0lRjiWsrOp4AaABAg	0	0	2018-02-16 07:00:49	tamuniverse	Condolences😢...but why should not we say its terrorist attack!?	UC6jiK042nJjydJx405Wh2iw	http://www.youtube.com/channel/UC6jiK042nJjydJx405Wh2iw	0		
UgzodlLtJtYIuC-bSH94AaABAg	0	0	2018-02-16 06:55:25	Calvin Huynh	The fact that most school shooters commit suicide, the fact that he instead tried to run away and have the cops catch him after murdering 17 people, is beyond me. I dont care if hes mentally ill, or had a bad upbringing. He needs to be executed, period.	UCiNccAZeMtUCcN_LfqgrkCA	http://www.youtube.com/channel/UCiNccAZeMtUCcN_LfqgrkCA	0		
UgzRIfb_C8CVOsVdapZ4AaABAg	0	0	2018-02-16 06:53:26	Tom Brady	More like happy death day haha	UCfnOlHzJlJY8ek0BQ4RQL7A	http://www.youtube.com/channel/UCfnOlHzJlJY8ek0BQ4RQL7A	0		
UgzmXln1mVRjNo8wXqJ4AaABAg	0	1	2018-02-16 06:41:30	Denise Alston	The sad thing is when a reporter ask president Trump about gun control he said nothing absolutely nothing. President Trump spoke about mental illness but Trump did away with the law against mental people purchasing guns. We need to pray for the victims and the family pray for president Trump that he would overturn the laws that would allow mental people getting guns.	UC6mLvD_74Nc_JlDbQU2wfbA	http://www.youtube.com/channel/UC6mLvD_74Nc_JlDbQU2wfbA	0		
UgzFkp5QzOihym1fJsB4AaABAg	0	0	2018-02-16 06:38:26	Open Case	I this dude were Hispanic especially Mexican y’all would either be calling for deporting everyone, ending chain migration, or trump would be using it as a talking point. Just like every time a Hispanic person does something wrong. He’s white so just like with the Vegas shooter “we shouldn’t politicize this” lol y’all are a bunch of goof balls	UCkbWUe_zjwld_G1n6IEWDbg	http://www.youtube.com/channel/UCkbWUe_zjwld_G1n6IEWDbg	0		
UgxFpwkMQLemwuN0SRd4AaABAg	0	0	2018-02-16 06:35:03	atay Hendrix	Another nonblack shooting up a school again..think god it’s always non blacks	UCOv_Y8xeOeGY0sUqujuHxuQ	http://www.youtube.com/channel/UCOv_Y8xeOeGY0sUqujuHxuQ	0		
UgzAfqaSPXVmcPhd91t4AaABAg	0	0	2018-02-16 06:13:06	Darlissa Lea	R.i.p to all those ppl who lost their lifes for no reason🙏😣❤ <a href="http://www.youtube.com/results?search_query=%23thisworldneedshelp">#thisworldneedshelp</a> <a href="http://www.youtube.com/results?search_query=%23STOPKILLING">#STOPKILLING</a> why cant we juss STOP with all this killing....	UCHy0NwOibIznisPYj3osOVw	http://www.youtube.com/channel/UCHy0NwOibIznisPYj3osOVw	0		
Ugw7HIGRLzTMcpQGdoB4AaABAg	0	0	2018-02-16 05:57:05	Mary rose Bolotano	thats what happen when you bully.	UC2OH1mAEIsgEzoQkcjewrdA	http://www.youtube.com/channel/UC2OH1mAEIsgEzoQkcjewrdA	0		
Ugz46jeacJZ7Mbpwgr54AaABAg	0	0	2018-02-16 05:30:17	Omar NeegaChu	We should fund some money into more armed security	UChpNnmv_vdZSYfPmSiHDHdA	http://www.youtube.com/channel/UChpNnmv_vdZSYfPmSiHDHdA	0		
UgwKyKiIfzHq8rWWkJF4AaABAg	0	0	2018-02-16 05:28:16	The Canadian Boss	Why hasn&#39;t the news called him a terrorist yet!!!	UCSXKfuy9xbm4ZwJQmsWv__w	http://www.youtube.com/channel/UCSXKfuy9xbm4ZwJQmsWv__w	0		
Ugwk0UAHwqGYc04WPX94AaABAg	0	0	2018-02-16 04:24:06	sislt777	Just in case anyone missed my reply to someone mocking Jesus Christ, heres my reply. There have been people who have seen satan. I believe one person said he had a black cape and it was made out of flies! Thats not very sexy. Remember Jesus said worms would be his bed! By the way just search youtube for hell testimonies if you want to know the truth from eye witnesses! Search 7 Columbian Youth taken to hell together. Its a true eye witness account of what hell is like. Also Pastor Wiggins said he was taken there and experienced the burning. He said you become the flame and when you cant screem anymore from the pain you grit your teeth together so hard that your teeth shatter. Thats what Jesus meant when He said nashing of teeth!<br /><br />I was given a choice to go home with Jesus or stay here and everything would be ok either way. I chose to stay here to see this last great revival because I have seen all the devils junk and I wanted to see what God was about to do. God has to let things get really bad so we can understand why hell is necessary. Hes creating a new heavens and earth for those who love Him where only righteousness will dwell!	UCR49ZlIk5FKMRfuUkJ-9Lbg	http://www.youtube.com/channel/UCR49ZlIk5FKMRfuUkJ-9Lbg	0		
UgygNVyk_2W9XM9Bq9x4AaABAg	0	0	2018-02-16 04:09:39	Lesa Autrey	Blood sacrifice. PERIOD.	UC0gjuw6YzSeoJFzoVpRqpfg	http://www.youtube.com/channel/UC0gjuw6YzSeoJFzoVpRqpfg	0		
UgxRVbqdjC9YL5cNr9Z4AaABAg	0	0	2018-02-16 01:34:27	Patrulius Marc Robert	&quot;We need to work together as a nation to stop these terrible attacks from happening.&quot; - about 195 sovereign states, 194 of which surely would ask HOW a TEENAGER can easily have access to a AR-15. Pray to God all you want, prayers does not solve this one. It&#39;s a deja-vu moment all over again isn&#39;t it? I guess pray harder or, because you can never ever get rid of guns or enact gun control in your country, secure your military grade hardware (that most special forces in other countries don&#39;t have but you can somehow buy at a mall) which you &quot;protect&quot; yourself with.	UCvr2ss5c5NWyeACX0AWIEbA	http://www.youtube.com/channel/UCvr2ss5c5NWyeACX0AWIEbA	0		
UgwlRHlMTCnaZnSQc_R4AaABAg	0	0	2018-02-16 01:34:02	Abhay Achal	357 M firearms for 326 M americans, so...	UCrQJHlKCHNLfmhta9IGvItg	http://www.youtube.com/channel/UCrQJHlKCHNLfmhta9IGvItg	0		
UgxsNFOPi8frkV2LULl4AaABAg	0	0	2018-02-16 00:43:43	TheLoneWolf Gaming	I don&#39;t think anyone really wants to change anything they say do now but nothing happens things go quiet and we repeat the same scenario every time no cares no one will ever care and this will continue until someone really wants change	UCu91iFR4krKKpsM4xUWpPeQ	http://www.youtube.com/channel/UCu91iFR4krKKpsM4xUWpPeQ	0		
UgwLdrK1WRaOA1-WWVp4AaABAg	0	0	2018-02-16 00:13:43	Jrockstars 55 356	Dear Nicholas cruise why this on valentine day this is a special day for. Kids and parents people U ruined there valentine day u kill some there girlfriends and some there boyfriends Some people crying sooo hard bc they loss your love boyfriend or love girlfriend u have kill there fav teacher shoot your own school u need think about what you did to there love ones u don’t need shoot your own high school think about what the high school did to u made all schools rules about not letting kids open the door anymore even my school has the rules u are a bad person u ruined parents life they loss there kid bc of u if u try anything to my high school or my old middle school I love my friends and teachers there are my best friends and teachers or my favorite campus visor your going be sorry For for killing faculty and staff at all schools no one likes u what u did there’s school and your high school I’m not really happy with u what u did to your high school I saw u on the news u have been destroying people valentine day gifts during school shooting have fun in prison or jail what ever u in right now	UCkXRfvDmYbbJ_qqaDlKcJBw	http://www.youtube.com/channel/UCkXRfvDmYbbJ_qqaDlKcJBw	0		
UgxA3Tsi2JnlCe82MDt4AaABAg	0	0	2018-02-16 00:11:36	you people suck	By todays standards you would be looked at as a po bitch that cant get a gun.	UC0Ziy0MuBr0CvkHiinAjZcQ	http://www.youtube.com/channel/UC0Ziy0MuBr0CvkHiinAjZcQ	0		
UgyOmvFw97LKN7ouxh94AaABAg	0	0	2018-02-15 23:55:04	Dzordre Zord	American people are terrorists...they all are terrorists, the damned mass killing they have done to the world is returning to USA...	UC5-qJMKYLosxXGpNJsq_dhg	http://www.youtube.com/channel/UC5-qJMKYLosxXGpNJsq_dhg	0		
UgwXyJnijGidIs6-9OB4AaABAg	0	0	2018-02-15 23:51:21	T Regis	women need to reclaim our homes and our families.	UCMNR3hiPjTfzP1YO-JUHzWA	http://www.youtube.com/channel/UCMNR3hiPjTfzP1YO-JUHzWA	0		
UgyFRok4KUVlDF3bk9N4AaABAg	0	0	2018-02-15 23:49:43	Edward Dye	Fat chick is laughing and smiling during interview???? Wtf!??	UCb22G-jmf4JAo0BQNZBdUWA	http://www.youtube.com/channel/UCb22G-jmf4JAo0BQNZBdUWA	0		
UgyMcA6gecdxZt9dC2V4AaABAg	0	0	2018-02-15 23:41:52	TJ Haverland	Google Switzerland, ALL citizens Armed! vsmfh 😲 😉😙😉	UC1w1Brc52r-lN3j4Q7pn20w	http://www.youtube.com/channel/UC1w1Brc52r-lN3j4Q7pn20w	0		
UgwKk3zM_-Z3Ahd6_wx4AaABAg	0	0	2018-02-15 23:26:02	Deans RC Life	If every one was armed.. the shooter would not have had a chance. Guns dont kill.. people do.. funny how so much effort and manpower goes into taking out one armed 18yr old?? Seriously.. its a kid with a gun.. one trained teacher with a gun could have taken care of this..	UCwlTjUw1e4ipeAVAI4x4pAA	http://www.youtube.com/channel/UCwlTjUw1e4ipeAVAI4x4pAA	0		
UgyddEkvh_r9OjFhW_V4AaABAg	0	0	2018-02-15 22:59:08	Amanda N.K	This tradgedy could have been prevented if right wingers wouldn&#39;t have said &quot;don&#39;t bring politics into this&quot; the last time a shool shooting happened. The US is the only civilzed country where school shootings is this common and the US is the only civilized country where you get easy access to guns. Not that hard to connect the dots!	UC7oA1m-iA6YBHlVcovluoTw	http://www.youtube.com/channel/UC7oA1m-iA6YBHlVcovluoTw	0		
UgxnDe9Z1fDT-7cILFJ4AaABAg	0	0	2018-02-15 22:49:40	Đéo Ai Được Yêu Em	And white nationalists want gun lmfao	UCORpyxE5EBQwVcretxZKoyQ	http://www.youtube.com/channel/UCORpyxE5EBQwVcretxZKoyQ	0		
UgzLOVLdykhoLSi6nYx4AaABAg	0	0	2018-02-15 21:53:33	ScrunchBucketsGaming Yt	It’s funny to see how cnn and lefties are using this tragedy to try and take away our second amendment right	UCSYJx013IoHCM_tdiYF8O0Q	http://www.youtube.com/channel/UCSYJx013IoHCM_tdiYF8O0Q	0		
UgwvmJVT-_ExxpYScvt4AaABAg	0	0	2018-02-15 21:14:59	Francois Hebert	People will not wake up because Americans are basically idiots. You base the way you treat guns on a 250 year old document. Now that all these guns are in the US, there is no solution. You will live in constant fear and needless death. The NRA has helped to produce the problem and now proposes the answer: more guns. No other country lives in the violence and stupidity of the US. God does not bless America. He obviously hates American.	UCuSl-G8GHghP27eq83rP_SA	http://www.youtube.com/channel/UCuSl-G8GHghP27eq83rP_SA	0		
UgzBf8KOWetthLOwjRB4AaABAg	0	0	2018-02-15 20:35:37	Light Dancing	WHEN ARE WE GOING TO PUBLICLY ADMIT THAT THESE MASS MURDERS IN PUBLIC PLACES ARE INSTIGATED BY THE CIA&#39;S DECADES OLD &quot;MANCHURIAN CANDIDATE&quot; MIND CONTROL PROGRAMS. WHY??? BECAUSE THEY WILL NEVER REST UNTIL THE AMERICAN POPULATION IS COMPLETELY DISARMED! LETS BEGIN BY CALLING THESE HORRIFIC MURDERS WHAT THEY REALLY ARE. PLANNED ATROCITIES INSTIGATED BY ONE FACTION OF THE C.I.A.	UCTZDaTFG33sWh4c-AU27ADw	http://www.youtube.com/channel/UCTZDaTFG33sWh4c-AU27ADw	0		
UgxQ1YrpNqxbDFt4aK14AaABAg	0	0	2018-02-15 19:59:33	Mike Hunt	<a href="https://www.youtube.com/watch?v=dKRU46UPnYs%C2%A0This">https://www.youtube.com/watch?v=dKRU46UPnYs This</a> student says she walked with the shooter while shooting was going on elsewhere in the school. She also states that she knows there were more than one shooter.	UCA6i7rZEjEY2R0m6n_SzdAA	http://www.youtube.com/channel/UCA6i7rZEjEY2R0m6n_SzdAA	0		
UgzIkcq73n6v6pVtcvZ4AaABAg	0	0	2018-02-15 19:47:44	abood kramy	is this terrorist attack or what American ass holes	UCinSSTIb4f9_jlo185klRgA	http://www.youtube.com/channel/UCinSSTIb4f9_jlo185klRgA	0		
UgwMNJI4kwsbeVky00V4AaABAg	0	0	2018-02-15 19:17:00	Karol Ka	<a href="http://www.youtube.com/results?search_query=%23PrayForFloridaSchool">#PrayForFloridaSchool</a> ❤😢	UCNqRf5MAaYS0EvqOXUu7HaA	http://www.youtube.com/channel/UCNqRf5MAaYS0EvqOXUu7HaA	0		
UgyrIN0jB2eqLJNSPgZ4AaABAg	0	0	2018-02-15 19:16:41	Karol Ka	Hastag?	UCNqRf5MAaYS0EvqOXUu7HaA	http://www.youtube.com/channel/UCNqRf5MAaYS0EvqOXUu7HaA	0		
Ugzu22bFmM0Ymfoja3Z4AaABAg	0	0	2018-02-15 18:33:58	Sabine Delpeche	Honestly, at least this one was not set up by the government because most mass shootings after the gunman does the murders they will usually turn the gun on themselves and the media only tells you half the truth.	UCc_oX3ZPcg9x90muM8abhbA	http://www.youtube.com/channel/UCc_oX3ZPcg9x90muM8abhbA	0		
UgwDKTfkwXrTkoXtfqR4AaABAg	1	0	2018-02-15 18:33:09	Jamaal Williams	Satan, the one who kills, steals, and destroys, is behind firearms and its widespread availability and accessibility. If you don&#39;t see it then you are as blind as a bat.<br /><br /> Seven children and teens (age 19 or under) are killed with guns in the U.S. on an average day. Data from the U.S. Centers for Disease Control and Prevention (CDC) show that on an average day, 96 Americans are killed with guns. For every one person killed with guns, two more are injured. When a gun is present in a situation of domestic violence, it increases the risk the woman will be killed fivefold. Shootings kill more than 36,000 Americans each year. <br /><br />Of all firearm homicides in the world, 82 percent occurs in the United States. An American is 25 times more likely to be fatally shot than a resident of other high-income nations.<br /><br />As public health scholars who study firearm violence, we believe that our country is unique in its acceptance of gun violence. Although death by firearms in America is a public health crisis, it is a crisis that legislators accept as a societal norm.<br /><br /><b>REPENT</b> America and turn to the Lord and God Jesus Christ and be saved!	UC3yJ2rfgY1ZVWJSctCt-1Aw	http://www.youtube.com/channel/UC3yJ2rfgY1ZVWJSctCt-1Aw	0		
UgwDKTfkwXrTkoXtfqR4AaABAg.8cgxyhXQUmJ8cgycV9e_0h		0	2018-02-15 18:38:51	Jamaal Williams	"A study from October 2013 analyzed data from 27 developed nations to examine the impact of firearm prevalence on the mortality rate. It found an extremely strong direct relationship between the number of firearms and firearm deaths. The paper concludes: “The current study debunks the widely quoted hypothesis that guns make a nation safer.” This finding is bolstered by several previous studies that have revealed a significant link between gun ownership and firearm-related deaths. This international comparison is especially harrowing for women and children, who die from gun violence in America at far higher rates than in other countries." https://www.ncbi.nlm.nih.gov/pubmed/24054955 "The most recent study examining the relationship between firearms and homicide rates on a state level, published last April, found a significant positive relationship between gun ownership and overall homicide levels. Using data from 1981–2010 and the best firearm ownership proxy to date, the study found that for every 1 percent increase in gun ownership, there was a 1.1 percent increase in the firearm homicide rate and a 0.7 percent increase in the total homicide rate. This was after controlling for factors such as poverty, unemployment, income inequality, alcohol consumption, and nonhomicide violent crime. Further, the firearm ownership rate had no statistically significant impact on nonfirearm homicides, meaning there was no detectable substitution effect. That is, in the absence of guns, would-be criminals are not switching to knives or some other weapons to carry out homicide. These results are supported by a host of previous studies that illustrate that guns increase the rate of homicides." http://injuryprevention.bmj.com/content/early/2014/04/16/injuryprev-2014-041187.full "The evidence against firearm ownership becomes even stronger when suicides and accidents are included in the analysis—guns make both much more likely and more fatal. There can be nothing closer to a consensus in the gun debate than this point. Indeed, every single case-control study ever conducted in the United States has found that gun ownership is a strong risk factor for suicide, even after adjusting for aggregate-level measures of suicidality such as mental illness, alcoholism, poverty, and so on." "...every single case-control study done in the United States has found the presence of a firearm is a strong risk factor for suicide. (That’s 24 separate studies). The most recent case-control study published in the American Journal of Epidemiology found at least five reasons to believe that firearm ownership is driving the suicide rate: The association between firearm availability and suicide is robust to adjustments for measures of psychopathology and aggregate-level measures of suicidality such as depression, mental illness, alcoholism, poverty, unemployment, and drug abuse. The risk of suicide extends beyond just the gun owner to all members of a household, and lasts for years after the firearm has been purchased. The rates of psychiatric illness and suicidal tendencies is similar in households with and without firearms across the United States. Multiple ecological studies have confirmed the results of individual-level studies to show aggregate-level trends in suicide rates. Suicide attempts are not significantly associated with firearm ownership rates. If it were the case that gun owners had stronger suicidal proclivities than non-gun owners we would expect the suicide attempt rate to be positively associated with the firearm ownership rate, but it isn’t. This means that the primary way through which firearms influence the suicide rate is by making each attempt comparatively more lethal than other methods. There is little controversy, then, that firearms exacerbate the suicide rate primarily by increasing the likelihood of a “successful” suicide attempt. Discussion about suicide should be at the forefront of gun control debates, yet it is often a footnote in meaningful policy discussion. " https://www.huffingtonpost.com/evan-defilippis/do-guns-cause-suicide_b_5025646.html "One might accept that firearms are dangerous and that they substantially elevate the risk of homicide, suicide, and fatal accidents, but still believe that policies regulating gun ownership are ineffective—criminals, after all, won’t follow them. However, another recent study from May of 2013 analyzed the impact of state firearm laws on firearm-related fatalities. It found that the most gun-restrictive states have significantly fewer firearm fatalities than the states with the least restrictive laws. The results are in line with previous academic studies tackling the same question." https://jamanetwork.com/journals/jamainternalmedicine/fullarticle/1661390 "You need to protect yourself and your family. Wouldn’t anyone feel safer owning a gun? This is the kind of narrative propagated by gun advocates in defense of firearm ownership. It preys on our fear. Yet, the annual per capita risk of death during a home invasion is 0.0000002, which, for all intents and purposes, is zero." http://almostdiamonds.blogspot.com/2010/06/how-well-does-your-gun-protect-you.html By the way, I am not advocating a gun-free country. I know that is just a pipe dream. I just don't buy the often mindlessly repeated arguments of gun advocates. Their arguments goes against basic common sense and studies.	UC3yJ2rfgY1ZVWJSctCt-1Aw	http://www.youtube.com/channel/UC3yJ2rfgY1ZVWJSctCt-1Aw	1	UgwDKTfkwXrTkoXtfqR4AaABAg	Jamaal Williams
UgxH_NiUaH08bybPjHx4AaABAg	0	0	2018-02-15 17:39:33	Writer Paperback	The name of the American terrorist is NRA.	UCW1ZVFfn2bTuXNV3v_5R2og	http://www.youtube.com/channel/UCW1ZVFfn2bTuXNV3v_5R2og	0		
UgxOuoLj8Tw9WeNlCPh4AaABAg	0	3	2018-02-15 17:33:37	Democrats Unite!	RepubliKKKans and the NRA caused 17 deaths and hospitalized 15 yesterday. Majority of Americans want gun control legislation. <a href="http://www.youtube.com/results?search_query=%23GunControlNow">#GunControlNow</a>	UCozcW4bDtk_YO0q02FPqnzg	http://www.youtube.com/channel/UCozcW4bDtk_YO0q02FPqnzg	0		
Ugx9RbQBYmLRblRXi9l4AaABAg	0	0	2018-02-15 16:48:39	Mister William	They got a different kind of bang for Valentines Day.	UCY7WjeayDmbJnDzOSfhmtqQ	http://www.youtube.com/channel/UCY7WjeayDmbJnDzOSfhmtqQ	0		
UgzEeJ7dmcY4irvZRdp4AaABAg	0	0	2018-02-15 16:35:52	arnold ziffel	The right to bear arms..................hmmmmmmm &quot;God Bless America&quot;	UCWFRpXuBVVx99E80xIchO7A	http://www.youtube.com/channel/UCWFRpXuBVVx99E80xIchO7A	0		
UgyG-JBep155krE2qXd4AaABAg	0	0	2018-02-15 16:29:04	Adam Vapes	so In 2018 when most schools have metal detectors, and police at the entrances, some one who was no longer a student was able to some how able to this? does anyone else think its kind of odd that this type of thing happens like every few months in the past couple years? Rest in piece to the CHILDREN who lost there lives, but some thing doesn&#39;t seem right	UCeaPmm2aom06bs6li1ITiUw	http://www.youtube.com/channel/UCeaPmm2aom06bs6li1ITiUw	0		
UgxsAHSbjGfTqjs14O14AaABAg	0	0	2018-02-15 16:15:54	Alexander Skowron	Just mentally ill, now move along	UCxc1ByQmbNp5Sk_x1Ik6KyQ	http://www.youtube.com/channel/UCxc1ByQmbNp5Sk_x1Ik6KyQ	0		
UgzSqqXNQvzfFHZUtDp4AaABAg	0	0	2018-02-15 16:07:32	Jeff Hanneman	If a man is showing me pictures of a gun on social media and saying crazy shit.. that&#39;s a red flag folks.	UCkVfvkPstk3pjXA4PpitIEQ	http://www.youtube.com/channel/UCkVfvkPstk3pjXA4PpitIEQ	0		
Ugyzj3xK_MCZHiGJkFJ4AaABAg	1	0	2018-02-15 16:07:18	Tremone Thomas	Don&#39;t cry about mass shootings now. Hispanics just copying white boys. He was mentally ill and you should forgive him. I guess these kids won&#39;t be going to Duke. Instead, Funeral University.	UCUiYuWdmsRAj6Ba-gLX2lPw	http://www.youtube.com/channel/UCUiYuWdmsRAj6Ba-gLX2lPw	0		
Ugyzj3xK_MCZHiGJkFJ4AaABAg.8cghHTutPnz8cgrTKql_VE		0	2018-02-15 17:36:18	N.O.Y.B M.F.	Tremone Thomas ... He was adopted. He is white.	UC2bdVfdaFcckIHlCQIBfdQQ	http://www.youtube.com/channel/UC2bdVfdaFcckIHlCQIBfdQQ	1	Ugyzj3xK_MCZHiGJkFJ4AaABAg	Tremone Thomas
UgwM-_70njl6ZyfWsnN4AaABAg	0	0	2018-02-15 16:05:47	Tremone Thomas	Whites murder and blame it on black on black crime. The women kill their own kids and blame it on us black men. Then these hating ass whites get their lynch party together. Them they realize it wasn&#39;t a black man but they sure wished it was. Whites don&#39;t get upset over white on white crime so white lives and all lives doesn&#39;t matter. Lol, blue lives doesn&#39;t matter either because most cops are killed by whites not blacks. Their shit stinks but they try to justify their hatred and evil.	UCUiYuWdmsRAj6Ba-gLX2lPw	http://www.youtube.com/channel/UCUiYuWdmsRAj6Ba-gLX2lPw	0		
UgxZb6HH0w7rYqVmRqN4AaABAg	0	0	2018-02-15 16:05:23	Bob Bitchin	The next mass shooter should shoot up NRA headquarters instead of a school .	UCmHT-XLoCzY-y4yAKBh_bCg	http://www.youtube.com/channel/UCmHT-XLoCzY-y4yAKBh_bCg	0		
Ugyt7F_Z4uP-JZQwKbJ4AaABAg	0	0	2018-02-15 15:30:08	Alien	If the Democrats hadn&#39;t started all this in-fighting all because Trump won the election and making the American politics what it is today, then I&#39;d dare say this may not have happened. The powers that be in America are so busy fighting each other and protecting Illegal immigrants instead of the American citizens, they have failed to see what is right in front of them, a country devived and falling apart at the seems.	UC7oWYJTBwkyc4C6TjLOW9tg	http://www.youtube.com/channel/UC7oWYJTBwkyc4C6TjLOW9tg	0		
UgzCV_3wcKGjLDBhGJR4AaABAg	0	0	2018-02-15 15:10:18	Dontfight Againstthetruth	White genocide	UCaQin6fou1rpRGpCQx_lTsQ	http://www.youtube.com/channel/UCaQin6fou1rpRGpCQx_lTsQ	0		
UgxByoWPSu6dAs13zHF4AaABAg	0	0	2018-02-15 15:06:12	BiG JuiCe	The kid was probably so mad. No girlfriend no Valentines, he said ill show them!	UCLyHhJgepcEeRQHY3I6sSTA	http://www.youtube.com/channel/UCLyHhJgepcEeRQHY3I6sSTA	0		
UgwRVNqh1QcH_MYC6WN4AaABAg	0	0	2018-02-15 15:05:05	Ed Bear	The only answer is more guns....Why weren&#39;t these students armed?	UCdXww_K63VU57JRgEfe3hkg	http://www.youtube.com/channel/UCdXww_K63VU57JRgEfe3hkg	0		
UgzDkiZFi-8PDUDZ8Op4AaABAg	0	0	2018-02-15 15:04:01	Mok Leor	18 school armed attacks in USA only this year, so in less than 2 months. When you are gonna think that your system is f_cked up there in US as far as armes are concerned. Wake up for once!	UC9RAXZRyljjkh-NECMjd07g	http://www.youtube.com/channel/UC9RAXZRyljjkh-NECMjd07g	0		
UgzgeqfBXjouvahB08l4AaABAg	0	0	2018-02-15 15:03:53	Jim J	Take away phones social media and all the other shit that goes with it. They spend too much time learning about death and destruction from what they read and put it into motion thinking the game will end. It does sucide and carnage. Guns do not have legs folks. The parents of today suck at parenting . They deserve to be at fault they enable there kids to slip like this. Psychological folks predicted this would happen..	UCizzoJjLWuUZZv5XCj_baeA	http://www.youtube.com/channel/UCizzoJjLWuUZZv5XCj_baeA	0		
UgylDk23c9OZo_6T8P14AaABAg	0	0	2018-02-15 14:55:52	Royce	White identity Extremist...dindu nuffins....okkk to b yte....WE WUZ IN CAVEZ N SHEIT!<br /><br />The Iceman Inheritance is Real....	UCnVz2uTGnjW3AUemOPFzAIw	http://www.youtube.com/channel/UCnVz2uTGnjW3AUemOPFzAIw	0		
Ugz3BFhjLf6hTC2EUM94AaABAg	0	0	2018-02-15 14:55:30	Trogg H Erder	Looks like another deep state distraction tactic... Textbook	UCVpUGjaAEjNeq7EEek9Ab-A	http://www.youtube.com/channel/UCVpUGjaAEjNeq7EEek9Ab-A	0		
UgxQWKwTSbafO1YLL5d4AaABAg	0	1	2018-02-15 14:42:05	tom	I don&#39;t understand how people actually believe this bullshit. It&#39;s ok, nobody died.	UCVVC5msGJ50i66pSixUSdWQ	http://www.youtube.com/channel/UCVVC5msGJ50i66pSixUSdWQ	0		
UgwdcBrRJOxCUjlolE14AaABAg	0	0	2018-02-15 14:40:20	ushimky wong	&lt; victims 一路好走 &gt;<br />麻麻 一路好走, 4 年的傷痛, 長期臥床, 忘不了, 現在可以, 人離難, 難離身, 愛錫您的孫兒: <br />赤男, 赤段 <br />2017-09-21,  80 多歲 麻麻 被弄傷後長期臥床, 物業管理公司仍不斷滋擾.<br />(2013 - 警察放走傷我 80 多歲 麻麻 的兇徒)LED 亮光服 全球之父 Wong Man Hong (Simon Wong) - Kitti Pearl 全球始創人<br />一家被新昌(Synergis Holding Ltd.)物業管理公司 和<br />信和(sino group)物業管理公司迫離家園	UCdHr0BDzDuWc1EZeQi_MBOw	http://www.youtube.com/channel/UCdHr0BDzDuWc1EZeQi_MBOw	0		
UgxWVG3LUJWQNlGnii14AaABAg	0	1	2018-02-15 14:26:14	Mmmm Mg	Breaking News Breaking News!!! The shooter is consider to be a “white” boy who was adopt.<br /><br />His not Hispanic. Ted Cruz has the same last name. Dark hair doesn’t equal just Hispanic.	UCeHloYw-WKw52THVzqGhswg	http://www.youtube.com/channel/UCeHloYw-WKw52THVzqGhswg	0		
Ugzi77Vaxe3qRPtC8iJ4AaABAg	0	0	2018-02-15 14:09:35	hole in the sky sabotage	Hope and prayer won&#39;t stop this	UCIm9XJGO14kkSGilaRnhLcQ	http://www.youtube.com/channel/UCIm9XJGO14kkSGilaRnhLcQ	0		
